id,url,title,price,price_per_m2,rooms,area,floor,total_floors,address,district,city
690934971,https://krisha.kz/a/show/690934971,1-комнатная квартира · 45.57 м²,63798000,1400000,1,45.57,,,"Алмалинский р-н, Шевченко 109",Алмалинский р-н,Алматы
697811070,https://krisha.kz/a/show/697811070,2-комнатная квартира · 65.7 м² · 5/6 этаж,38000000,578387,2,65.7,5,6,"Алатауский р-н, мкр Ожет — Северное кольцо",Алатауский р-н,Алматы
1009022620,https://krisha.kz/a/show/1009022620,1-комнатная квартира · 42.1 м² · 5/7 этаж,24500000,581948,1,42.1,5,7,"Алатауский р-н, мкр Акбулак, Талдыарал — За Магнумом Смолл на Момышулы Райымбека",Алатауский р-н,Алматы
1008845551,https://krisha.kz/a/show/1008845551,2-комнатная квартира · 60.4 м² · 6/8 этаж,29000000,480132,2,60.4,6,8,"Сарайшык р-н, Нажимеденова 16е",Сарайшык р-н,Астана
1007989547,https://krisha.kz/a/show/1007989547,3-комнатная квартира · 60 м² · 1/5 этаж,49500000,825000,3,60,1,5,"Алмалинский р-н, Радостовца 39 — Радостовца Карасай батыра",Алмалинский р-н,Алматы
1007223240,https://krisha.kz/a/show/1007223240,1-комнатная квартира · 37 м² · 2/13 этаж,34000000,918919,1,37,2,13,"Ауэзовский р-н, Кабдолова 14 — Алтынсарина",Ауэзовский р-н,Алматы
760777937,https://krisha.kz/a/show/760777937,2-комнатная квартира · 76 м² · 18/20 этаж,76000000,1000000,2,76,18,20,"Бостандыкский р-н, Серкебаева 310 — Альфараби угол Гагарина",Бостандыкский р-н,Алматы
698966429,https://krisha.kz/a/show/698966429,3-комнатная квартира · 111 м² · 20/20 этаж,85000000,765766,3,111,20,20,"Сарыарка р-н, проспект Сарыарка",Сарыарка р-н,Астана
694553545,https://krisha.kz/a/show/694553545,2-комнатная квартира · 64 м² · 17/18 этаж,40500000,632812,2,64,17,18,"Алмалинский р-н, мкр Тастак-2, Брусиловского",Алмалинский р-н,Алматы
685111875,https://krisha.kz/a/show/685111875,1-комнатная квартира · 39 м² · 9/10 этаж,16200000,415385,1,39,9,10,"Сарыарка р-н, Потанина 3/2",Сарыарка р-н,Астана
681771886,https://krisha.kz/a/show/681771886,1-комнатная квартира · 40.2 м² · 9/16 этаж,29500000,733831,1,40.2,9,16,"Наурызбайский р-н, мкр Калкаман-2, Абишева",Наурызбайский р-н,Алматы
1009744601,https://krisha.kz/a/show/1009744601,3-комнатная квартира · 78.2 м² · 9/10 этаж,46300000,592072,3,78.2,9,10,"Сарыарка р-н, Бейбарыс Султан 11",Сарыарка р-н,Астана
1008621629,https://krisha.kz/a/show/1008621629,1-комнатная квартира · 40.7 м² · 8/9 этаж,24000000,589681,1,40.7,8,9,"Алматы р-н, Азербаев 20 — Кошкарбаева-Байтурсынова",Алматы р-н,Астана
1008617911,https://krisha.kz/a/show/1008617911,2-комнатная квартира · 46.6 м² · 4/16 этаж,55000000,1180258,2,46.6,4,16,"Алмалинский р-н, Ауэзова 2/8 — Ауэзова макатаева",Алмалинский р-н,Алматы
1007442300,https://krisha.kz/a/show/1007442300,2-комнатная квартира · 80 м² · 4/10 этаж,51500000,643750,2,80,4,10,"Ауэзовский р-н, мкр Тастак-1 348а/1 — Емцова",Ауэзовский р-н,Алматы
1005548433,https://krisha.kz/a/show/1005548433,2-комнатная квартира · 33.8 м² · 2/2 этаж,18500000,547337,2,33.8,2,2,"Наурызбайский р-н, мкр Каргалы, Байдаулет 16 — Кооптехникум, ЖК Хан Тенгри, Клубный дом W",Наурызбайский р-н,Алматы
1001705232,https://krisha.kz/a/show/1001705232,2-комнатная квартира · 64 м² · 5/5 этаж,48000000,750000,2,64,5,5,"Медеуский р-н, Пушкина — Пушкина Макатаева",Медеуский р-н,Алматы
1001474019,https://krisha.kz/a/show/1001474019,3-комнатная квартира · 75.8 м² · 1/5 этаж,44500000,587071,3,75.8,1,5,"Турксибский р-н, мкр Жас Канат 1/35",Турксибский р-н,Алматы
1007414985,https://krisha.kz/a/show/1007414985,1-комнатная квартира · 59.74 м²,25090800,420000,1,59.74,,,"Кокжал Барака 18 а, б, в",Кокжал Барака 18 а,Усть-Каменогорск
1008135378,https://krisha.kz/a/show/1008135378,2-комнатная квартира · 62.7 м²,38560500,615000,2,62.7,,,Нура р-н,Нура р-н,Астана
1003161797,https://krisha.kz/a/show/1003161797,1-комнатная квартира · 53.4 м²,25632000,480000,1,53.4,,,Шажимбаева 101,Шажимбаева 101,Петропавловск
1010094030,https://krisha.kz/a/show/1010094030,2-комнатная квартира · 61.4 м²,29042200,473000,2,61.4,,,"Нура р-н, Айтматова 21",Нура р-н,Астана
1000457803,https://krisha.kz/a/show/1000457803,1-комнатная квартира · 44.36 м²,18631200,420000,1,44.36,,,с. Тузусай,с. Тузусай,Тузусай
762068085,https://krisha.kz/a/show/762068085,3-комнатная квартира · 64.08 м²,42997680,671000,3,64.08,,,"Абайский р-н, мкр Акжайык, Толеметова",Абайский р-н,Шымкент
690528563,https://krisha.kz/a/show/690528563,1-комнатная квартира · 44.92 м²,29871800,665000,1,44.92,,,"Есильский р-н, Е 496 7",Есильский р-н,Астана
1009939130,https://krisha.kz/a/show/1009939130,1-комнатная квартира · 63.6 м²,28620000,450000,1,63.6,,,40-й мкр 2,40-й мкр 2,Актау
677332431,https://krisha.kz/a/show/677332431,3-комнатная квартира · 98.2 м²,117840000,1200000,3,98.2,,,"Ауэзовский р-н, Аскарова — Саина",Ауэзовский р-н,Алматы
1010029331,https://krisha.kz/a/show/1010029331,2-комнатная квартира · 39 м² · 5/9 этаж,26000000,666667,2,39,5,9,"Нура р-н, Айтматова 23 — Молдагалиева",Нура р-н,Астана
1009322324,https://krisha.kz/a/show/1009322324,2-комнатная квартира · 37.7 м² · 6/9 этаж,25400000,673740,2,37.7,6,9,"Сарыарка р-н, Косшыгулулы 15",Сарыарка р-н,Астана
1009064142,https://krisha.kz/a/show/1009064142,1-комнатная квартира · 37 м² · 8/16 этаж,27000000,729730,1,37,8,16,"Есильский р-н, Улы дала 88/1",Есильский р-н,Астана
1005703015,https://krisha.kz/a/show/1005703015,3-комнатная квартира · 132.6 м² · 9/10 этаж,57000000,429864,3,132.6,9,10,"Алатауский р-н, Ташкентская 481в — Саина",Алатауский р-н,Алматы
1002834758,https://krisha.kz/a/show/1002834758,2-комнатная квартира · 59 м² · 16 этаж,80000000,1355932,2,59,,,"Бостандыкский р-н, Розыбакиева 211",Бостандыкский р-н,Алматы
760558707,https://krisha.kz/a/show/760558707,4-комнатная квартира · 93.6 м² · 7/10 этаж,64000000,683761,4,93.6,7,10,"Наурызбайский р-н, мкр Шугыла, Алтын Орда",Наурызбайский р-н,Алматы
1009947672,https://krisha.kz/a/show/1009947672,3-комнатная квартира · 70 м² · 11/17 этаж,58900000,841429,3,70,11,17,"Есильский р-н, Туран 50/2 — Туран - Бухар-жырау",Есильский р-н,Астана
694767900,https://krisha.kz/a/show/694767900,2-комнатная квартира · 61.7 м² · 9/9 этаж,41500000,672609,2,61.7,9,9,"Медеуский р-н, мкр Атырау, Кульджинский тракт 16/20",Медеуский р-н,Алматы
1009864766,https://krisha.kz/a/show/1009864766,2-комнатная квартира · 44.9 м² · 11/13 этаж,38000000,846325,2,44.9,11,13,"Ауэзовский р-н, Райымбека 348/1 к11",Ауэзовский р-н,Алматы
1009519017,https://krisha.kz/a/show/1009519017,2-комнатная квартира · 55 м² · 5/5 этаж,55000000,1000000,2,55,5,5,"Алмалинский р-н, Курмангазы 177 — Гагарина",Алмалинский р-н,Алматы
1009510020,https://krisha.kz/a/show/1009510020,3-комнатная квартира · 68.5 м² · 1/6 этаж,42000000,613139,3,68.5,1,6,"Алатауский р-н, мкр Нуркент 1",Алатауский р-н,Алматы
1009029517,https://krisha.kz/a/show/1009029517,4-комнатная квартира · 86.1 м² · 5/5 этаж,80000000,929152,4,86.1,5,5,"Жетысуский р-н, мкр Айнабулак-4 — Вторая линия. Первый светофор после поворота с базара Кенжехан",Жетысуский р-н,Алматы
1009025995,https://krisha.kz/a/show/1009025995,3-комнатная квартира · 117 м² · 8/20 этаж,101000000,863248,3,117,8,20,"Ауэзовский р-н, Микрорайон Мамыр-1",Ауэзовский р-н,Алматы
1008569280,https://krisha.kz/a/show/1008569280,2-комнатная квартира · 44 м² · 9/10 этаж,34490000,783864,2,44,9,10,"Алматы р-н, Тауелсиздик 25/1 — ГОРЯЩАЯ ЦЕНА! ЗВОНИТЕ! ИПОТЕКА +",Алматы р-н,Астана
1007631104,https://krisha.kz/a/show/1007631104,2-комнатная квартира · 68.8 м² · 6/6 этаж,41000000,595930,2,68.8,6,6,"Алатауский р-н, мкр Нуркент 27 — Ул.Момышулы- ул.Универсиадная",Алатауский р-н,Алматы
1007593547,https://krisha.kz/a/show/1007593547,3-комнатная квартира · 90.4 м² · 12/12 этаж,83000000,918142,3,90.4,12,12,"Нура р-н, Сыганак 4",Нура р-н,Астана
1004180104,https://krisha.kz/a/show/1004180104,3-комнатная квартира · 68 м² · 1/5 этаж,36000000,529412,3,68,1,5,"Наурызбайский р-н, мкр Калкаман-2",Наурызбайский р-н,Алматы
1009355397,https://krisha.kz/a/show/1009355397,1-комнатная квартира · 36 м² · 13/14 этаж,22000000,611111,1,36,13,14,"Сарайшык р-н, Кошкарбаева 29",Сарайшык р-н,Астана
1009942051,https://krisha.kz/a/show/1009942051,4-комнатная квартира · 152 м²,90288000,594000,4,152,,,Мерген 1-18,Мерген 1-18,Бирлик
1005837216,https://krisha.kz/a/show/1005837216,4-комнатная квартира · 120.62 м²,93721740,777000,4,120.62,,,"Есильский р-н, Хусейн бен Талал 37",Есильский р-н,Астана
1010117648,https://krisha.kz/a/show/1010117648,4-комнатная квартира · 175.94 м²,210600180,1197000,4,175.94,,,"Нура р-н, Е 900 5, 5/1, 5/2, 5/3",Нура р-н,Астана
697337008,https://krisha.kz/a/show/697337008,2-комнатная квартира · 68 м² · 5/10 этаж,44300000,651471,2,68,5,10,"Наурызбайский р-н, Кенесары хана 54",Наурызбайский р-н,Алматы
1002717262,https://krisha.kz/a/show/1002717262,4-комнатная квартира · 103.5 м²,51543000,498000,4,103.5,,,"Есильский р-н, Аль-Фараби 46/21",Есильский р-н,Астана
1010171051,https://krisha.kz/a/show/1010171051,4-комнатная квартира · 125 м² · 7/9 этаж,75000000,600000,4,125,7,9,"Есильский р-н, А. Сызганов 1/2 — Пр. Мәңгілік Ел (около Центральной мечети)",Есильский р-н,Астана
1002500787,https://krisha.kz/a/show/1002500787,3-комнатная квартира · 89.52 м²,51921600,580000,3,89.52,,,"Сарайшык р-н, Шамши Калдякова — Улы дала",Сарайшык р-н,Астана
1008940814,https://krisha.kz/a/show/1008940814,2-комнатная квартира · 45.73 м²,21035800,460000,2,45.73,,,пос. Гульдала,пос. Гульдала,Гульдала
760697976,https://krisha.kz/a/show/760697976,3-комнатная квартира · 86.23 м²,75623710,877000,3,86.23,,,"Нура р-н, Е-899 5/1",Нура р-н,Астана
698214876,https://krisha.kz/a/show/698214876,2-комнатная квартира · 79.18 м²,63344000,800000,2,79.18,,,"Есильский р-н, Турар Рыскулов 18",Есильский р-н,Астана
696239566,https://krisha.kz/a/show/696239566,2-комнатная квартира · 83.5 м²,31730000,380000,2,83.5,,,"мкр. Алтын орда, Микрорайон Алтын Орда 349",мкр. Алтын орда,Актобе
694704256,https://krisha.kz/a/show/694704256,2-комнатная квартира · 75.21 м²,59415900,790000,2,75.21,,,"Турксибский р-н, Тараз 8/1",Турксибский р-н,Алматы
682004960,https://krisha.kz/a/show/682004960,1-комнатная квартира · 40.6 м²,19000000,467980,1,40.6,,,вдоль Капчагайской трассы,вдоль Капчагайской трассы,Коянкус
760336550,https://krisha.kz/a/show/760336550,1-комнатная квартира · 38 м² · 6/12 этаж,27500000,723684,1,38,6,12,"Есильский р-н, Тұран 55/13 — Орынбор",Есильский р-н,Астана
698427137,https://krisha.kz/a/show/698427137,2-комнатная квартира · 55 м² · 12/12 этаж,22800000,414545,2,55,12,12,"Сарайшык р-н, Каршыга Ахмедьярова 2",Сарайшык р-н,Астана
697033724,https://krisha.kz/a/show/697033724,2-комнатная квартира · 56.4 м² · 5/6 этаж,35700000,632979,2,56.4,5,6,"Жетысуский р-н, мкр Кулагер",Жетысуский р-н,Алматы
696701698,https://krisha.kz/a/show/696701698,3-комнатная квартира · 55.7 м² · 2/4 этаж,49000000,879713,3,55.7,2,4,"Бостандыкский р-н, Абая — По Абая угол Манаса",Бостандыкский р-н,Алматы
691870903,https://krisha.kz/a/show/691870903,2-комнатная квартира · 67.4 м² · 6/9 этаж,52000000,771513,2,67.4,6,9,"Ауэзовский р-н, мкр Мамыр-4 307 — ТРЦ Спутник молл",Ауэзовский р-н,Алматы
1009757738,https://krisha.kz/a/show/1009757738,2-комнатная квартира · 44.4 м² · 1/4 этаж,30000000,675676,2,44.4,1,4,"Ауэзовский р-н, мкр №1 — Жубанова Алтынсарина",Ауэзовский р-н,Алматы
1009309081,https://krisha.kz/a/show/1009309081,2-комнатная квартира · 60 м² · 15/16 этаж,40500000,675000,2,60,15,16,"Сарыарка р-н, Султан Бейбарыс — Парк Коктал",Сарыарка р-н,Астана
1009137422,https://krisha.kz/a/show/1009137422,1-комнатная квартира · 38.3 м² · 2/12 этаж,23400000,610966,1,38.3,2,12,"Нура р-н, Казыбек би 41/1 — Улы дала/Туран- КЛЮЧИ НА РУКАХ",Нура р-н,Астана
1008710672,https://krisha.kz/a/show/1008710672,2-комнатная квартира · 43.1 м² · 1/2 этаж,30000000,696056,2,43.1,1,2,Масанчи 85 — Абая - Масанчи,Масанчи 85 — Абая - Масанчи,Алматы
1008000565,https://krisha.kz/a/show/1008000565,1-комнатная квартира · 39 м² · 9/9 этаж,26000000,666667,1,39,9,9,"Наурызбайский р-н, мкр Шугыла, Мкрн Шугыла",Наурызбайский р-н,Алматы
1007989448,https://krisha.kz/a/show/1007989448,2-комнатная квартира · 54.2 м² · 2/9 этаж,32500000,599631,2,54.2,2,9,"Сарайшык р-н, Ахмет Байтурсынулы 39, 39/1, 39/2, 39/3 — Байтурсынова-Жургенова",Сарайшык р-н,Астана
1007855329,https://krisha.kz/a/show/1007855329,2-комнатная квартира · 48 м² · 2/9 этаж,35500000,739583,2,48,2,9,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла",Наурызбайский р-н,Алматы
1007679529,https://krisha.kz/a/show/1007679529,1-комнатная квартира · 30 м² · 3/9 этаж,22500000,750000,1,30,3,9,"Наурызбайский р-н, мкр Шугыла, Мкрн Шугыла",Наурызбайский р-н,Алматы
1007416524,https://krisha.kz/a/show/1007416524,2-комнатная квартира · 48.5 м² · 6/6 этаж,48000000,989691,2,48.5,6,6,"Медеуский р-н, Халиулина",Медеуский р-н,Алматы
1006074610,https://krisha.kz/a/show/1006074610,3-комнатная квартира · 60 м² · 12/13 этаж,38000000,633333,3,60,12,13,"Есильский р-н, Абикен Бектуров 7 — Сагынак",Есильский р-н,Астана
1005947014,https://krisha.kz/a/show/1005947014,1-комнатная квартира · 38.1 м² · 10/17 этаж,23500000,616798,1,38.1,10,17,"р-н Байконур, Кенесары 54",р-н Байконур,Астана
1005491696,https://krisha.kz/a/show/1005491696,1-комнатная квартира · 43.3 м² · 9/9 этаж,22000000,508083,1,43.3,9,9,"Турксибский р-н, мкр Кайрат, Кульджинский тракт 153/62 — Бухтарминская",Турксибский р-н,Алматы
1004051226,https://krisha.kz/a/show/1004051226,2-комнатная квартира · 57.2 м² · 14/14 этаж,34000000,594406,2,57.2,14,14,"Наурызбайский р-н, Абишева 36/1",Наурызбайский р-н,Алматы
1002925986,https://krisha.kz/a/show/1002925986,3-комнатная квартира · 86.5 м² · 2/3 этаж,62500000,722543,3,86.5,2,3,"Наурызбайский р-н, Егора Редько — Шикарный вид на горы!",Наурызбайский р-н,Алматы
1010008767,https://krisha.kz/a/show/1010008767,2-комнатная квартира · 63.65 м²,31252150,491000,2,63.65,,,"Туран р-н, ​Тамерлановское шоссе 328",Туран р-н,Шымкент
1009994988,https://krisha.kz/a/show/1009994988,2-комнатная квартира · 49.32 м²,44831880,909000,2,49.32,,,"Медеуский р-н, ​Приканальная БАК 99а",Медеуский р-н,Алматы
1002501197,https://krisha.kz/a/show/1002501197,3-комнатная квартира · 89.01 м²,58746600,660000,3,89.01,,,"Сарайшык р-н, Р. Кошкарбаева — К. Куанышбаева",Сарайшык р-н,Астана
1005683700,https://krisha.kz/a/show/1005683700,1-комнатная квартира · 43.36 м²,21246400,490000,1,43.36,,,"Сарайшык р-н, Сафуан Шаймерденов 1",Сарайшык р-н,Астана
699607420,https://krisha.kz/a/show/699607420,2-комнатная квартира · 68.19 м²,45005400,660000,2,68.19,,,"Сарайшык р-н, Шамши Калдаяков 16",Сарайшык р-н,Астана
684969683,https://krisha.kz/a/show/684969683,1-комнатная квартира · 38.69 м²,27083000,700000,1,38.69,,,"Есильский р-н, Е-321 6/2",Есильский р-н,Астана
680419263,https://krisha.kz/a/show/680419263,2-комнатная квартира · 59.66 м²,25355500,425000,2,59.66,,,"Каратауский р-н, квартал 189",Каратауский р-н,Шымкент
1009993455,https://krisha.kz/a/show/1009993455,2-комнатная квартира · 52 м² · 4/5 этаж,6700000,128846,2,52,4,5,Рахимова 4,Рахимова 4,Тараз
1006474367,https://krisha.kz/a/show/1006474367,3-комнатная квартира · 70.36 м² · 7/9 этаж,42500000,604036,3,70.36,7,9,"Есильский р-н, Е 915 12",Есильский р-н,Астана
697675811,https://krisha.kz/a/show/697675811,3-комнатная квартира · 58 м² · 5/6 этаж,25000000,431034,3,58,5,6,"Сарыарка р-н, Карасай батыра 25/1 — Маг Арман, магСымбат",Сарыарка р-н,Астана
1008881196,https://krisha.kz/a/show/1008881196,2-комнатная квартира · 60 м² · 8/9 этаж,22100000,368333,2,60,8,9,"Есильский р-н, E 430 3/1 — Мухамедханова-Айтматова- Коргалжынское",Есильский р-н,Астана
1008834407,https://krisha.kz/a/show/1008834407,2-комнатная квартира · 41.9 м² · 11/14 этаж,25000000,596659,2,41.9,11,14,"Сарыарка р-н, С 902 8",Сарыарка р-н,Астана
1008787934,https://krisha.kz/a/show/1008787934,1-комнатная квартира · 34.9 м² · 8/10 этаж,22000000,630372,1,34.9,8,10,"Ауэзовский р-н, мкр Аксай-3А — Толе би - Момышулы",Ауэзовский р-н,Алматы
1006193153,https://krisha.kz/a/show/1006193153,2-комнатная квартира · 66 м² · 3/9 этаж,31500000,477273,2,66,3,9,Байтурсынова 22,Байтурсынова 22,Астана
1003715096,https://krisha.kz/a/show/1003715096,2-комнатная квартира · 50 м² · 14/14 этаж,21000000,420000,2,50,14,14,"Алматы р-н, Сатпаева 20 — Момышулы",Алматы р-н,Астана
683837276,https://krisha.kz/a/show/683837276,1-комнатная квартира · 45 м² · 5/5 этаж,25000000,555556,1,45,5,5,"Турксибский р-н, мкр Жас Канат, Яблоневая — Жас Канат",Турксибский р-н,Алматы
1009428398,https://krisha.kz/a/show/1009428398,2-комнатная квартира · 60 м² · 1/9 этаж,35000000,583333,2,60,1,9,Жумекен Нажимеденов 54/1,Жумекен Нажимеденов 54/1,Астана
1009285683,https://krisha.kz/a/show/1009285683,2-комнатная квартира · 48.9 м² · 3/16 этаж,37000000,756646,2,48.9,3,16,"Сарайшык р-н, Проспект Ракымжан Кошкарбаев 54/1 — Пересечение Проспект Ракымжан Кошкарбаев и Улица Темирбек Жургенов",Сарайшык р-н,Астана
1008714930,https://krisha.kz/a/show/1008714930,3-комнатная квартира · 70 м² · 3/4 этаж,59000000,842857,3,70,3,4,"Алмалинский р-н, Абылай хана — ул Райымбека",Алмалинский р-н,Алматы
1008626726,https://krisha.kz/a/show/1008626726,3-комнатная квартира · 110 м²,147500000,1340909,3,110,,,"Наурызбайский р-н, Сейдимбек 110/2",Наурызбайский р-н,Алматы
1008491171,https://krisha.kz/a/show/1008491171,2-комнатная квартира · 63 м² · 7/9 этаж,43000000,682540,2,63,7,9,"Сарайшык р-н, Райымбек батыр 2 — Пирамида",Сарайшык р-н,Астана
1008011685,https://krisha.kz/a/show/1008011685,3-комнатная квартира · 107.2 м² · 10/16 этаж,110000000,1026119,3,107.2,10,16,"Алматы р-н, Токпанова 8",Алматы р-н,Астана
1003148237,https://krisha.kz/a/show/1003148237,3-комнатная квартира · 67.5 м² · 9/10 этаж,36000000,533333,3,67.5,9,10,"Турксибский р-н, Сейфуллина",Турксибский р-н,Алматы
1002362247,https://krisha.kz/a/show/1002362247,2-комнатная квартира · 57.3 м² · 2/12 этаж,41000000,715532,2,57.3,2,12,"Алатауский р-н, мкр Акбулак, 1-я улица — Алматы арены и Алатау театра",Алатауский р-н,Алматы
1010082954,https://krisha.kz/a/show/1010082954,2-комнатная квартира · 60.52 м²,39943200,660000,2,60.52,,,"Нура р-н, Хусейн бен Талал 1, 11/1-2",Нура р-н,Астана
1004698945,https://krisha.kz/a/show/1004698945,1-комнатная квартира · 38.25 м²,32542784,850792,1,38.25,,,"Нура р-н, Улы Дала 14",Нура р-н,Астана
1004378466,https://krisha.kz/a/show/1004378466,2-комнатная квартира · 55.71 м²,39167200,703055,2,55.71,,,"Нура р-н, Шоссе Коргалжын 24/2",Нура р-н,Астана
1010003897,https://krisha.kz/a/show/1010003897,3-комнатная квартира · 81.85 м²,45917850,561000,3,81.85,,,"Туран р-н, Калдаякова 30",Туран р-н,Шымкент
697909161,https://krisha.kz/a/show/697909161,2-комнатная квартира · 67.4 м²,71309200,1058000,2,67.4,,,"Нура р-н, Бухар жырау 20",Нура р-н,Астана
697716296,https://krisha.kz/a/show/697716296,3-комнатная квартира · 66.8 м²,33400000,500000,3,66.8,,,Алихана Бокейхана 84,Алихана Бокейхана 84,Кокшетау
695180124,https://krisha.kz/a/show/695180124,4-комнатная квартира · 122.75 м²,88380000,720000,4,122.75,,,"Алатауский р-н, мкр Ботакоз 2/1",Алатауский р-н,Алматы
693146384,https://krisha.kz/a/show/693146384,1-комнатная квартира · 54.5 м²,32700000,600000,1,54.5,,,"Казыбек би р-н, Ержанова 63/2",Казыбек би р-н,Караганда
680419269,https://krisha.kz/a/show/680419269,2-комнатная квартира · 59.43 м²,26446350,445000,2,59.43,,,"Каратауский р-н, квартал 189",Каратауский р-н,Шымкент
677332424,https://krisha.kz/a/show/677332424,3-комнатная квартира · 103.3 м²,110531000,1070000,3,103.3,,,"Ауэзовский р-н, Аскарова — Саина",Ауэзовский р-н,Алматы
675971511,https://krisha.kz/a/show/675971511,1-комнатная квартира · 31.7 м²,9985500,315000,1,31.7,,,"Сарыарка р-н, Н. Тлендиева 52",Сарыарка р-н,Астана
677730587,https://krisha.kz/a/show/677730587,1-комнатная квартира · 67 м²,33950000,506716,1,67,,,"Есильский р-н, Е-321 17/3,17/2, 17/1, 15/1, 15/2, 15/3",Есильский р-н,Астана
693723812,https://krisha.kz/a/show/693723812,2-комнатная квартира · 54.9 м² · 5/6 этаж,32999999,601093,2,54.9,5,6,"Наурызбайский р-н, мкр Шугыла, Жунисова — Толе би",Наурызбайский р-н,Алматы
674734911,https://krisha.kz/a/show/674734911,3-комнатная квартира · 100 м² · 8/16 этаж,65000000,650000,3,100,8,16,"Бостандыкский р-н, мкр Орбита-3",Бостандыкский р-н,Алматы
1009508707,https://krisha.kz/a/show/1009508707,3-комнатная квартира · 101.1 м² · 3/10 этаж,50000000,494560,3,101.1,3,10,"Наурызбайский р-н, мкр Шугыла, Алтын орда 6/9",Наурызбайский р-н,Алматы
694691168,https://krisha.kz/a/show/694691168,3-комнатная квартира · 90 м² · 3/9 этаж,43000000,477778,3,90,3,9,"Наурызбайский р-н, мкр Калкаман-2",Наурызбайский р-н,Алматы
694382256,https://krisha.kz/a/show/694382256,3-комнатная квартира · 82 м² · 4/7 этаж,40000000,487805,3,82,4,7,"Алматы р-н, Аманжол Бөлекпаев 10 — Пересечение проспекта Жумабаева- Байтурсынова",Алматы р-н,Астана
690980455,https://krisha.kz/a/show/690980455,2-комнатная квартира · 82 м² · 10/10 этаж,97000000,1182927,2,82,10,10,"Алмалинский р-н, Курмангазы 97",Алмалинский р-н,Алматы
1009692776,https://krisha.kz/a/show/1009692776,3-комнатная квартира · 53 м² · 9/13 этаж,54000000,1018868,3,53,9,13,"Ауэзовский р-н, Астана — Саина-Шаляпина",Ауэзовский р-н,Алматы
1009635071,https://krisha.kz/a/show/1009635071,2-комнатная квартира · 64 м² · 1/9 этаж,27000000,421875,2,64,1,9,"Сарайшык р-н, Кенен Азербаев 37/1, 42/1 — Ракымжан Кошкарбаев",Сарайшык р-н,Астана
1009573878,https://krisha.kz/a/show/1009573878,2-комнатная квартира · 42 м² · 10/12 этаж,34000000,809524,2,42,10,12,"Сарайшык р-н, Нажимеденов 28/2",Сарайшык р-н,Астана
1009459814,https://krisha.kz/a/show/1009459814,2-комнатная квартира · 67 м² · 6/9 этаж,41000000,611940,2,67,6,9,"Наурызбайский р-н, мкр Шугыла, Мкрн Шугыла 340/46 — Пр. Абая/ ул. Строительная",Наурызбайский р-н,Алматы
1009320463,https://krisha.kz/a/show/1009320463,2-комнатная квартира · 59 м² · 11/13 этаж,29400000,498305,2,59,11,13,"р-н Байконур, Отырар 18",р-н Байконур,Астана
1009191972,https://krisha.kz/a/show/1009191972,2-комнатная квартира · 61.33 м² · 4/17 этаж,39000000,635904,2,61.33,4,17,"р-н Байконур, Кенесары 54 — Уалиханова",р-н Байконур,Астана
1008557265,https://krisha.kz/a/show/1008557265,1-комнатная квартира · 20 м² · 1/5 этаж,16000000,800000,1,20,1,5,"Ауэзовский р-н, мкр Аксай-1А, Саина 10 — Пересечение улицы толе би саина напротив ТРЦ Азия парк",Ауэзовский р-н,Алматы
1008413901,https://krisha.kz/a/show/1008413901,2-комнатная квартира · 67.8 м² · 2/12 этаж,37500000,553097,2,67.8,2,12,"Нура р-н, Пересечение ул Казыбек Би и Е75,Е77 (рядом с пересечением улиц Туран и Улы дала) 40",Нура р-н,Астана
1008303249,https://krisha.kz/a/show/1008303249,3-комнатная квартира · 74 м² · 10/12 этаж,59000000,797297,3,74,10,12,"Алмалинский р-н, мкр Тастак-3, Толеби — - Розыбакиева",Алмалинский р-н,Алматы
1008251434,https://krisha.kz/a/show/1008251434,1-комнатная квартира · 33.3 м² · 1/3 этаж,24000000,720721,1,33.3,1,3,"Алатауский р-н, мкр Теректы, Устирт — Рыскулова",Алатауский р-н,Алматы
1008228051,https://krisha.kz/a/show/1008228051,4-комнатная квартира · 115.2 м² · 2/5 этаж,63000000,546875,4,115.2,2,5,"Медеуский р-н, мкр Думан-2 7",Медеуский р-н,Алматы
1007870401,https://krisha.kz/a/show/1007870401,2-комнатная квартира · 47 м² · 1/12 этаж,28000000,595745,2,47,1,12,"Алатауский р-н, мкр Алгабас, Омарова",Алатауский р-н,Алматы
1007259256,https://krisha.kz/a/show/1007259256,3-комнатная квартира · 75 м² · 9/10 этаж,40000000,533333,3,75,9,10,"Сарайшык р-н, Жумекен Нажимеденова 64 — Нажимеденова-Шаймерденова (Нурлы жол)",Сарайшык р-н,Астана
1006482882,https://krisha.kz/a/show/1006482882,1-комнатная квартира · 42 м² · 3/12 этаж,35000000,833333,1,42,3,12,"Алмалинский р-н, Ауэзова 3/4 — Ауэзова - Гоголя",Алмалинский р-н,Алматы
1005979917,https://krisha.kz/a/show/1005979917,2-комнатная квартира · 53.3 м² · 6/12 этаж,30000000,562852,2,53.3,6,12,"Сарыарка р-н, Айтматова 77/8",Сарыарка р-н,Астана
1001599049,https://krisha.kz/a/show/1001599049,4-комнатная квартира · 111 м² · 9/18 этаж,50000000,450450,4,111,9,18,"Сарыарка р-н, Степана Кубрина 23/1",Сарыарка р-н,Астана
